0,1,2,3
3942,"4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME",DNA polymerase,6.31
3943,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",Interferon beta,6.31
3944,"3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione",Apolipoprotein E,6.31
3945,Antimony,O-acetyl-ADP-ribose deacetylase,6.31
3946,Carumonam,Aminopeptidase N,6.31
3947,2-[(7-HYDROXY-NAPHTHALEN-1-YL)-OXALYL-AMINO]-BENZOIC ACID,Annexin A3,6.31
3948,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE","Dihydrofolate reductase, mitochondrial",6.31
3949,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,Hepatic peroxysomal alanine:glyoxylate aminotransferase,6.31
3950,(S)-2-(MERCAPTOMETHYL)-5-PHENYLPENTANOIC ACID,NADP-dependent malic enzyme,6.31
3951,Cridanimod,Mitogen-activated protein kinase 7,6.31
3952,"6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE",Aminopeptidase S,6.31
3953,Carbidopa,Actin-related protein 3,6.31
3954,(4S)-5-[[(2S)-1-[[(2S)-1-Amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid,"Probable glutamate--tRNA ligase, mitochondrial",6.31
3955,1-(1-phenylcyclopentyl)methylamine,ATP-binding cassette sub-family C member 8,6.31
3956,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid",Penicillin-binding protein 1A,6.30
3957,Bindarit,Parathyroid hormone/parathyroid hormone-related peptide receptor,6.30
3958,Butonate,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase",6.30
3959,4-Deoxy-Alpha-D-Glucose,Molybdopterin synthase catalytic subunit,6.30
3960,Celecoxib,Proteasome subunit beta type-8,6.30
3961,2(S)-Amino-6-Boronohexanoic Acid,MecA PBP2' (penicillin binding protein 2'),6.30
3962,2-(3-BENZOYLPHENOXY)ETHYL(HYDROXY)FORMAMIDE,4-hydroxyphenylpyruvate dioxygenase,6.30
3963,BMS-830216,Parathyroid hormone 2 receptor,6.30
3964,[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,Arachidonate 5-lipoxygenase,6.30
3965,1-3 Sugar Ring of Pentamannosyl 6-Phosphate,Ribonucleoside-diphosphate reductase large subunit,6.30
3966,4-O-Demethylpenclomedine,Maltose-6'-phosphate glucosidase,6.30
3967,4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE,Subtilisin BPN',6.30
3968,(R)-Bicalutamide,Alcohol dehydrogenase 1C,6.30
3969,Arbutamine,"Sulfite oxidase, mitochondrial",6.30
3970,Benzimidazole,Glutamate--cysteine ligase,6.30
3971,Bephenium,Inosine-5'-monophosphate dehydrogenase,6.29
3972,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,Dephospho-CoA kinase,6.29
3973,3-hydroxyanthranilic acid,Anthranilate phosphoribosyltransferase,6.29
3974,"4-(3-ethylthiophen-2-yl)benzene-1,2-diol",rRNA adenine N-6-methyltransferase,6.29
3975,Aminobenzoic acid,N-(5'-phosphoribosyl)anthranilate isomerase,6.29
3976,3-Iodo-Benzyl Alcohol,Thymidylate synthase,6.29
3977,Butylparaben,Replicase polyprotein 1a,6.29
3978,Cytidyl-2'-5'-phospho-guanosine,Heat shock 70 kDa protein 4,6.29
3979,Bropirimine,2-hydroxychromene-2-carboxylate isomerase,6.29
3980,"2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid",Xanthine dehydrogenase/oxidase,6.29
3981,BG-P400-TAT,Ecto-NOX disulfide-thiol exchanger 2,6.29
3982,4-oxo-nicotinamide-adenine dinucleotide phosphate,Tyrosine-protein kinase SYK,6.29
3983,"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",Pyridoxal kinase,6.29
3984,"3-(3,4-dimethoxyphenyl)propanoic acid",Fibroblast growth factor receptor 4,6.29
3985,"alpha,alpha-Dibromo-D-camphor",DNA polymerase,6.29
3986,Cyclic adenosine monophosphate,Serine/threonine-protein kinase PLK3,6.29
3987,"(3R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID BENZYL ESTER",Ribonuclease pancreatic,6.29
3988,9-Deazahypoxanthine,tRNA-splicing ligase RtcB homolog,6.29
3989,ABT-072,47 kDa membrane antigen,6.29
3990,ADU-S100,Putative acyl-CoA dehydrogenase,6.29
3991,Cianidanol,Heterochromatin protein 1-binding protein 3,6.29
3992,(S)-DES-ME-AMPA,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",6.29
3993,3-(Benzyloxy)Pyridin-2-Amine,Leukotriene A-4 hydrolase,6.29
3994,Ambrisentan,Aspartate-semialdehyde dehydrogenase,6.29
3995,2'-C-methylcytidine,RNA-directed RNA polymerase L,6.29
3996,Azilsartan medoxomil,Peptide deformylase,6.28
3997,D-1-naphthyl-2-acetamido-ethane boronic acid,Tumor protein D54,6.28
3998,2-Hydroxyquinoline,Carbonic anhydrase 13,6.28
3999,Benzilone,Immunoglobulin G-binding protein G,6.28
4000,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea","Glutamate receptor ionotropic, NMDA 1",6.28
4001,"(3R)-4,4-DIFLUORO-3-[(4-METHOXYPHENYL)SULFONYL]BUTANOIC ACID",Excitatory amino acid transporter 3,6.28
4002,(R)-Mandelic acid,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",6.28
4003,Acetic Acid Salicyloyl-Amino-Ester,Cytochrome P450 2B6,6.28
4004,(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,"Aspartate--tRNA ligase, cytoplasmic",6.28
4005,Daxalipram,Sodium/bile acid cotransporter,6.28
4006,3-ETHYL-6-{[(4-FLUOROPHENYL)SULFONYL]AMINO}-2-METHYLBENZOIC ACID,Kallistatin,6.28
4007,2-Iodobenzylthio Group,Nociceptin receptor,6.28
4008,"5-Nitroso-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione",Neurocan core protein,6.28
4009,(C8-S)-Hydantocidin 5'-phosphate,"Probable leucine--tRNA ligase, mitochondrial",6.28
4010,"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",Muscarinic acetylcholine receptor M3,6.28
4011,3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,Protein S100-A9,6.28
4012,5-phenylpentanoic acid,"Endo-1,4-beta-xylanase A",6.28
4013,"2-(TOLUENE-4-SULFONYL)-2H-BENZO[D][1,2,3]DIAZABORININ-1-OL","Cytochrome P450 11B2, mitochondrial",6.28
4014,Bismuth subgallate,"HLA class II histocompatibility antigen, DRB1-15 beta chain",6.28
4015,Bisphenol A,Interleukin-13,6.28
4016,Acetohydroxamic acid,Purine nucleoside phosphorylase,6.28
4017,Butyric Acid,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,6.28
4018,2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,Cycloinulo-oligosaccharide fructanotransferase,6.27
4019,"4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde","Acetyl-CoA acetyltransferase, cytosolic",6.27
4020,beta-Alanine,Bacterioferritin comigratory protein,6.27
4021,5-phenyl-2-keto-valeric acid,Laminarinase,6.27
4022,Amezinium metilsulfate,Protein IolS,6.27
4023,"[(2r,3s,4r,5r)-5-(6-Amino-9h-Purin-9-Yl)-3,4-Dihydroxytetrahydro-2-Furanyl]Methyl Sulfamate",NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,6.27
4024,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",Epithelial discoidin domain-containing receptor 1,6.27
4025,AV-412,Lipoprotein MxiM,6.27
4026,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,Thymidylate synthase,6.27
4027,"1,3,5-Trimethoxybenzene","Glutamate receptor ionotropic, NMDA 1",6.27
4028,Cycloleucine,Serine/threonine-protein kinase 32A,6.27
4029,7-methyl-guanosine-5'-triphosphate-5'-guanosine,"Cytochrome c oxidase subunit 7B, mitochondrial",6.27
4030,5-(2-Chlorophenyl)Furan-2-Carboxylic Acid,Disintegrin and metalloproteinase domain-containing protein 28,6.27
4031,Azoxystrobin,Transforming protein RhoA,6.27
4032,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,DNA ligase 1,6.27
4033,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester","Nitric oxide synthase, endothelial",6.27
4034,3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID,Complement factor B,6.27
4035,5-(2-hydroxyethyl)-4-methylthiazole,Ribose-5-phosphate isomerase A,6.27
4036,Bicyclol,NF-kappa-B essential modulator,6.27
4037,4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE,Protein kinase C theta type,6.27
4038,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",Bacteriochlorophyll a protein,6.27
4039,4SC-202,Tubby protein homolog,6.27
4040,[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,"All-trans-retinol 13,14-reductase",6.27
4041,"3-{[(2,2-dioxido-1,3-dihydro-2-benzothien-5-yl)amino]methylene}-5-(1,3-oxazol-5-yl)-1,3-dihydro-2H-indol-2-one",Phosphoserine phosphatase,6.26
4042,Amsacrine,Zinc-alpha-2-glycoprotein,6.26
4043,2-Keto-3-Deoxygluconate,Toll-like receptor 4,6.26
4044,5-(4-FLUOROPHENYL)-3-{[(4-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID,Thermoresistant gluconokinase,6.26
4045,1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,Nuclear receptor coactivator 2,6.26
4046,"5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole","ABC transporter, periplasmic substrate-binding protein",6.26
4047,Buthiazide,Biotin/lipoyl attachment protein,6.26
4048,2-Bromo-6-chloro-purine,Matrix metalloproteinase-14,6.26
4049,Cromoglicic acid,MAP/microtubule affinity-regulating kinase 4,6.26
4050,4-(Carboxyvin-2-Yl)Phenylboronic Acid,Diphtheria toxin,6.26
4051,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",Protein O-GlcNAcase,6.26
4052,Barasertib,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,6.26
4053,(S)-alpha-methyl-4-carboxyphenylglycine,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,6.26
4054,Acyclovir,Arabinose operon regulatory protein,6.26
4055,7-methyl-GpppA,"Cytochrome c oxidase subunit 5A, mitochondrial",6.26
4056,"(2E,4E)-2-Hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",Neutrophil elastase,6.26
4057,AGN-201904,"dTDP-4-dehydrorhamnose 3,5-epimerase",6.26
4058,Dalfampridine,Interleukin-17F,6.26
4059,Benserazide,Light-harvesting protein B-800/820 alpha chain,6.26
4060,5-[3-(BENZYLAMINO)PHENYL]-4-BROMO-3-(CARBOXYMETHOXY)THIOPHENE-2-CARBOXYLIC ACID,Lactase-like protein,6.25
4061,1'-Deazo-Thiamin Diphosphate,Hydroxycarboxylic acid receptor 2,6.25
4062,Cocarboxylase,Serine/threonine-protein kinase 24,6.25
4063,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",Isoleucine--tRNA ligase,6.25
4064,"4-chloro-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide",Catalase,6.25
4065,4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID,Modification methylase RsrI,6.25
4066,2-Thiomethyl-3-Phenylpropanoic Acid,Chloride channel protein 2,6.25
4067,"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL","Carnitine O-palmitoyltransferase 2, mitochondrial",6.25
4068,2-({[4-bromo-3-(diethylsulfamoyl)phenyl]carbonyl}amino)benzoic acid,Histone deacetylase 1,6.25
4069,4-Oxosebacic Acid,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",6.25
4070,Begacestat,Lactose permease,6.25
4071,Deamido-Nad+,Natural resistance-associated macrophage protein 2,6.25
4072,2-(5-fluoro-pentyl)-2-methyl-malonic-acid,Voltage-dependent calcium channel subunit alpha-2/delta-3,6.25
4073,(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid,Phosphoethanolamine/phosphocholine phosphatase,6.25
4074,"1-(2,2'-bithiophen-5-yl)methanamine",AFG3-like protein 2,6.25
4075,Cesium,Extracellular superoxide dismutase [Cu-Zn],6.25
4076,"3',5'-DIBROMO-2',4,4',6'-TETRAHYDROXY AURONE",Perilipin-3,6.25
4077,"5'-ACETYL-4-{[(2,4-DIMETHYLPHENYL)SULFONYL]AMINO}-2,2'-BITHIOPHENE-5-CARBOXYLIC ACID","6,7-dimethyl-8-ribityllumazine synthase",6.25
4078,"(3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",Lysozyme C,6.24
4079,Ciprofibrate,Spermidine synthase,6.24
4080,"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE",Peptidyl-prolyl cis-trans isomerase FKBP1A,6.24
4081,Arbutin,Pituitary adenylate cyclase-activating polypeptide,6.24
4082,"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine",Glutamate receptor 3,6.24
4083,(R)-Propylene glycol,Peroxisomal multifunctional enzyme type 2,6.24
4084,Acetic acid C-11,Hydroxyethylthiazole kinase,6.24
4085,D-4-hydroxyphenylglycine,Tropomyosin alpha-3 chain,6.24
4086,"2,6-dibromo-4-[(E)-2-phenylethenyl]phenol",DNA polymerase I,6.24
4087,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,Thymidylate synthase,6.24
4088,"3-{2,6,8-trioxo-9-[(2S,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",Apoptosis regulatory protein Siva,6.24
4089,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",5-hydroxytryptamine receptor 1A,6.23
4090,Adenosine Phosphonoacetic Acid,Deoxyribodipyrimidine photo-lyase,6.23
4091,Baricitinib,Dual specificity protein kinase CLK1,6.23
4092,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",Putative ketoacyl reductase,6.23
4093,5-Aminouracil,Aggrecan core protein,6.23
4094,Bisphenol Z,Epithelial cell adhesion molecule,6.23
4095,4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide,Ribosomal RNA small subunit methyltransferase H,6.23
4096,"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",Quinohemoprotein alcohol dehydrogenase ADH IIB,6.23
4097,"2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione",Interleukin-3,6.23
4098,"(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate",Coagulation factor XI,6.23
4099,Cobaltous cation,NT-3 growth factor receptor,6.23
4100,"4-(6-HYDROXY-1H-INDAZOL-3-YL)BENZENE-1,3-DIOL",Trans-sialidase,6.23
4101,2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",6.23
4102,[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",6.23
4103,Alpha-L-Arabinose,Outer membrane protein TolC,6.23
4104,"2,6-anhydro-3-deoxy-3-fluoronononic acid",DNA topoisomerase 4 subunit B,6.23
4105,"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",Tyrosine aminotransferase,6.23
4106,"(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID",Fibroblast growth factor receptor 1,6.23
4107,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,6.23
4108,Cpad,Homeodomain-interacting protein kinase 2,6.22
4109,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE","Acetyl-coenzyme A synthetase 2-like, mitochondrial",6.22
4110,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,Catabolite control protein A,6.22
4111,"(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE",Cytokine receptor common subunit beta,6.22
4112,"[(2R,3R,4S,5S)-3,4-Dihydroxy-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-2-pyrrolidinyl]methyl dihydrogen phosphate","Acyl carrier protein, mitochondrial",6.22
4113,"(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",Fatty acid desaturase 1,6.22
4114,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",RAF proto-oncogene serine/threonine-protein kinase,6.22
4115,Cyclopenthiazide,Tripartite terminase subunit 2,6.22
4116,"[2-(5-Mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester","Steroid 17-alpha-hydroxylase/17,20 lyase",6.22
4117,4-(trifluoromethyl)phenol,Cathepsin F,6.22
4118,5-Iodouracil,Bis(5'-adenosyl)-triphosphatase,6.22
4119,2-Allylphenol,ADP/ATP translocase 3,6.22
4120,Cyclophosphamide,Tumor necrosis factor receptor superfamily member 9,6.22
4121,Aluminum sulfate,tRNA (cmo5U34)-methyltransferase,6.22
4122,7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE,Membrane-bound lytic murein transglycosylase B,6.21
4123,beta-Naphthoflavone,Casein kinase I isoform gamma-3,6.21
4124,"4-{2,6,8-Trioxo-9-[(2S,3R,4R)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate",Thymidylate synthase ThyX,6.21
4125,"3-methyl-benzene-1,2-diol",4-hydroxybenzoyl-CoA thioesterase,6.21
4126,"(1S)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PENTANOYLOXY)METHYL]ETHYL OCTANOATE",Protein NOV homolog,6.21
4127,3-{(R)-(Dihydroxyboryl)[(2-thienylacetyl)amino]methyl}benzoic acid,Protein disulfide-isomerase,6.21
4128,4-amino-N-[4-(benzyloxy)phenyl]butanamide,(S)-2-haloacid dehalogenase,6.21
4129,2'-Deoxyguanosine-5'-Monophosphate,Cyclic AMP-dependent transcription factor ATF-1,6.21
4130,"6,7-dioxo-5H-8-ribitylaminolumazine",Glycerol-3-phosphate cytidylyltransferase,6.21
4131,"5-(2,5-DICHLOROPHENYL)-2-FUROIC ACID",UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,6.21
4132,3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL,Protein PML,6.21
4133,"3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE","Alkaline phosphatase, placental type",6.21
4134,5-(3-{3-[3-HYDROXY-2-(METHOXYCARBONYL)PHENOXY]PROPENYL}PHENYL)-4-(HYDROXYMETHYL)ISOXAZOLE-3-CARBOXYLIC ACID,ADP compounds hydrolase NudE,6.21
4135,Allopurinol,Phenazine biosynthesis protein,6.21
4136,[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL,Diacylglycerol kinase alpha,6.21
4137,"6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone",HTH-type transcriptional regulator EthR,6.21
4138,5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID),2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,6.21
4139,"4,4'-Dihydroxybenzophenone",Heparan sulfate glucosamine 3-O-sulfotransferase 1,6.21
4140,5-Mercaptoethanol-2-decenoyl-coenzyme A,Lactase-phlorizin hydrolase,6.21
4141,2-carboxypropyl-coenzyme A,Matrix metalloproteinase-24,6.21
4142,(S)-3-phenyllactic acid,Aldo-keto reductase family 1 member C3,6.21
4143,"1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene",HIV-1 protease,6.20
4144,Beta-L-Arabinose,Proteasome subunit beta,6.20
4145,Benzene Hexacarboxylic Acid,Rubredoxin,6.20
4146,Chlorogenic Acid,Malaria protein EXP-1,6.20
4147,"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",Stromelysin-2,6.20
4148,Bronopol,"MIO-dependent tyrosine 2,3-aminomutase",6.20
4149,(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID,Alpha-2-macroglobulin,6.20
4150,"3h-Indole-5,6-Diol",Orotate phosphoribosyltransferase,6.20
4151,anle138b,Histidine--tRNA ligase,6.20
4152,(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,Cyclic AMP-responsive element-binding protein 1,6.20
4153,"(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",Biotin--protein ligase,6.20
4154,2-(1H-pyrazol-3-yl)-1H-benzimidazole,Potassium voltage-gated channel subfamily KQT member 2,6.20
4155,4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,Thiamine-phosphate synthase,6.20
4156,"2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",Tubulin beta-1 chain,6.20
4157,(1R)-1-(2-thienylacetylamino)-1-phenylmethylboronic acid,Urokinase plasminogen activator surface receptor,6.20
4158,"1,6-Naphthalenediol",Adenosine receptor A2b,6.20
4159,Adenylosuccinic acid,Phenol 2-hydroxylase component B,6.20
4160,"4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",Penicillin G acylase,6.20
4161,Caldaret,Regulatory protein SdiA,6.20
4162,5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID,Aliphatic amidase expression-regulating protein,6.19
4163,Carbocisteine,Actin-related protein 2/3 complex subunit 5,6.19
4164,(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,Interferon alpha/beta receptor 1,6.19
4165,Adenosine phosphate,"Amine oxidase, flavin-containing protein",6.19
4166,Carbutamide,Long-chain-fatty-acid--CoA ligase ACSBG1,6.19
4167,3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,Thymidylate kinase,6.19
4168,6-oxouridine 5'-phosphate,"Enoyl-CoA hydratase, mitochondrial",6.19
4169,5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,DNA nucleotidylexotransferase,6.19
4170,Clinofibrate,Peptidyl-prolyl cis-trans isomerase,6.19
4171,"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",Alpha-amylase,6.19
4172,8-Bromo-Adenosine-5'-Monophosphate,"Solute carrier family 2, facilitated glucose transporter member 1",6.19
4173,Bisoxatin acetate,Protein-tyrosine kinase 6,6.19
4174,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",Protease,6.19
4175,Adenosine monotungstate,Dihydrolipoyl dehydrogenase,6.19
4176,(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE,Collagen alpha-1(III) chain,6.19
4177,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,Amyloid-like protein 1,6.19
4178,"2,3-Dihydroxy-Valerianic Acid",Platelet glycoprotein IX,6.19
4179,2'-O-butyl-5-methyluridine,Nucleolar and coiled-body phosphoprotein 1,6.18
4180,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,Tubulin beta chain,6.18
4181,"(5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol",Epididymal secretory glutathione peroxidase,6.18
4182,(R)-styrene oxide,L-lactate dehydrogenase B chain,6.18
4183,"2,4-thiazolidinedione",Cytochrome b-245 heavy chain,6.18
4184,(S)-oxalosuccinic acid,"2-oxoglutarate dehydrogenase, mitochondrial",6.18
4185,Borate ion,Laminin subunit alpha-1,6.18
4186,"BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE",Serpin B5,6.18
